2024-04-04 19:25:04.463 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration bemfa which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.467 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration hello_miai which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.470 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration haier which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.473 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration nodered which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.476 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration chineseholiday which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.480 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration huawei_mesh_router which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.484 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration edge_tts which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.487 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration hacs which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.491 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration hasslife which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.495 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration xiaomi_miot_raw which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.498 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration heweather which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.501 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration xiaomi_gateway3 which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:04.505 WARNING (SyncWorker_4) [homeassistant.loader] We found a custom integration xiaomi_miot which has not been tested by Home Assistant. This component might cause stability problems, be sure to disable it if you experience issues with Home Assistant
2024-04-04 19:25:19.966 WARNING (MainThread) [homeassistant.const] LENGTH_KILOMETERS was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfLength.KILOMETERS instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:19.980 WARNING (MainThread) [homeassistant.const] PRESSURE_HPA was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfPressure.HPA instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:19.993 WARNING (MainThread) [homeassistant.const] SPEED_KILOMETERS_PER_HOUR was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfSpeed.KILOMETERS_PER_HOUR instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:20.008 WARNING (MainThread) [homeassistant.const] PRECIPITATION_MILLIMETERS_PER_HOUR was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfVolumetricFlux.MILLIMETERS_PER_HOUR instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:20.020 WARNING (MainThread) [homeassistant.const] TEMP_CELSIUS was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfTemperature.CELSIUS instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:24.647 ERROR (MainThread) [homeassistant.helpers.config_validation] The xiaomi_aqara integration does not support YAML setup, please remove it from your configuration file
2024-04-04 19:25:26.141 WARNING (MainThread) [homeassistant.setup] Setup of ffmpeg is taking over 10 seconds.
2024-04-04 19:25:26.295 WARNING (MainThread) [homeassistant.const] TEMP_CELSIUS was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfTemperature.CELSIUS instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:26.309 WARNING (MainThread) [homeassistant.const] PRECIPITATION_MILLIMETERS_PER_HOUR was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfVolumetricFlux.MILLIMETERS_PER_HOUR instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
2024-04-04 19:25:26.325 WARNING (MainThread) [homeassistant.const] SPEED_KILOMETERS_PER_HOUR was used from heweather, this is a deprecated constant which will be removed in HA Core 2025.1. Use UnitOfSpeed.KILOMETERS_PER_HOUR instead, please create a bug report at https://github.com/c1pher-cn/heweather/issues
